,Unnamed: 0,상가업소번호,상권업종대분류명,상권업종중분류명,상권업종소분류명,지번주소,도로명주소,위도,경도
133,112847,16828011,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 노원구 공릉동 26-21,서울특별시 노원구 화랑로 815,37.64335336,127.1088362
134,114816,21958951,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 강서구 염창동 282-25,서울특별시 강서구 공항대로 623,37.54722435,126.8740179
135,114881,22356170,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 노원구 상계동 389-163,서울특별시 노원구 한글비석로31길 19,37.66089187,127.0697169
136,115172,22387247,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 성동구 성수동2가 289-4,서울특별시 성동구 아차산로7길 28,37.54753494,127.0553633
137,116144,22349189,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 노원구 공릉동 26-19,서울특별시 노원구 화랑로 815,37.64335336,127.1088362
138,118069,25437686,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 강동구 둔촌동 435-3,서울특별시 강동구 양재대로102길 11,37.53282054,127.1390166
139,119936,22377189,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 동대문구 전농동 90,서울특별시 동대문구 서울시립대로 163,37.58256838,127.0599704
140,120261,23298398,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 은평구 진관동 77,서울특별시 은평구 진관2로 29-8,37.63543797,126.920591
141,120759,28295260,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 강남구 개포동 1247-4,서울특별시 강남구 개포로17길 6,37.47895666,127.046515
142,124685,27799910,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 서초구 잠원동 75-19,서울특별시 서초구 신반포로 177,37.50609197,127.0033937
143,124899,28350827,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 양천구 목동 233-2,서울특별시 양천구 목동중앙본로 60,37.54124848,126.8690949
144,125516,28341463,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 동작구 흑석동 221,서울특별시 동작구 흑석로 84,37.50479846,126.953838
