,주소,위도,경도,지하철 평균거리
597,서울특별시 송파구 위례광장로 136,37.47714597,127.1422859,
598,서울특별시 송파구 위례광장로 121,37.4762215,127.1393766,
599,서울특별시 송파구 올림픽로4길 42,37.5068615,127.073165,4.913491365
600,서울특별시 송파구 올림픽로4길 15,37.5074435,127.0767086,4.614932341
601,서울특별시 송파구 올림픽로47길 9,37.527262,127.1177196,2.195983508
602,서울특별시 송파구 올림픽로45길 11,37.5266148,127.1167332,1.771828854
603,서울특별시 송파구 올림픽로43길 34,37.5255442,127.1143162,2.367033032
604,서울특별시 송파구 올림픽로35길 94,37.51821271,127.1031777,7.636787423
605,서울특별시 송파구 올림픽로35길 93,37.5177485,127.1044137,7.946188835
606,서울특별시 송파구 올림픽로35길 104,37.519587,127.0994131,5.138517008
607,서울특별시 송파구 올림픽로35가길 9,37.5174478,127.1036042,8.021127812
608,서울특별시 송파구 올림픽로35가길 11,37.5168027,127.1043832,8.238085027
609,서울특별시 송파구 올림픽로35가길 10,37.5169868,127.1023024,7.888021888
610,서울특별시 송파구 올림픽로 99,37.5127515,127.088451,3.578210341
611,서울특별시 송파구 올림픽로 525,37.5293329,127.1188746,4.727929982
612,서울특별시 송파구 올림픽로 435,37.5212508,127.1093216,4.739615368
613,서울특별시 송파구 올림픽로 269,37.5145557,127.1006125,8.940929546
614,서울특별시 송파구 올림픽로 212,37.5111075,127.0939498,5.184558142
615,서울특별시 송파구 올림픽로 135,37.5127515,127.088451,3.578210341
616,서울특별시 송파구 오금로61길 20,37.4946337,127.1464076,5.099448741
617,서울특별시 송파구 오금로54길 10,37.4931374,127.1406364,3.961683186
618,서울특별시 송파구 오금로35길 17,37.5048491,127.1257434,8.185960609
619,서울특별시 송파구 오금로32길 5,37.5042198,127.1213172,7.533579529
620,서울특별시 송파구 오금로32길 42,37.5034908,127.1178187,5.952829821
621,서울특별시 송파구 오금로32길 31,37.5026839,127.1200186,6.487048266
622,서울특별시 송파구 오금로32길 14,37.5047161,127.1182753,6.094005433
623,서울특별시 송파구 오금로32길 10,37.5060284,127.1192987,6.208605026
624,서울특별시 송파구 오금로31길 27,37.5090693,127.1226227,6.472501224
625,서울특별시 송파구 오금로 551,37.493915,127.150756,5.264084791
626,서울특별시 송파구 오금로 432,37.4953676,127.1367851,4.037807919
627,서울특별시 송파구 오금로 407,37.4981134,127.136586,5.762770013
628,서울특별시 송파구 오금로 405,37.4985637,127.1353505,6.131724999
629,서울특별시 송파구 오금로 370,37.4995774,127.1310772,8.03121744
630,서울특별시 송파구 양재대로72길 20,37.5089058,127.1287745,7.407727436
631,서울특별시 송파구 양재대로72길 15,37.5093927,127.1292736,7.295756217
632,서울특별시 송파구 양재대로 1218,37.5179148,127.1361039,6.378167331
633,서울특별시 송파구 양재대로 1109,37.507175,127.1241052,6.01385794
634,서울특별시 송파구 양재대로 1089,37.506177,127.1220009,5.966049917
635,서울특별시 송파구 양산로8길 8,37.4909438,127.1445317,3.780987014
636,서울특별시 송파구 양산로8길 24,37.4903349,127.1462382,3.6518806
637,서울특별시 송파구 양산로4길 8,37.4892474,127.1438346,2.853143594
638,서울특별시 송파구 양산로4길 16,37.4888973,127.1453223,2.89181563
639,서울특별시 송파구 양산로2길 44,37.4902013,127.1476125,3.611754087
640,서울특별시 송파구 양산로2길 38,37.4886075,127.1466473,2.855694994
641,서울특별시 송파구 송파대로8길 58,37.4797913,127.133178,1.601897657
642,서울특별시 송파구 송파대로8길 20,37.4772989,127.1298646,3.763828187
643,서울특별시 송파구 송파대로8길 17,37.4782198,127.1287418,3.921696737
644,서울특별시 송파구 송파대로8길 10,37.4768967,127.1291789,4.159401241
645,서울특별시 송파구 송파대로48길 29,37.5105889,127.1074518,9.792845953
646,서울특별시 송파구 송파대로37길 29,37.5004853,127.1092616,5.653694479
647,서울특별시 송파구 송파대로32길 8,37.4971891,127.1175983,7.437890553
648,서울특별시 송파구 송파대로32길 33,37.4978882,127.1162993,6.799444478
649,서울특별시 송파구 송파대로32길 15,37.4963581,127.1163709,7.642428775
650,서울특별시 송파구 송파대로28길 27,37.4950598,127.1204414,8.836419255
651,서울특별시 송파구 송파대로 567,37.5143691,127.093004,4.038546713
652,서울특별시 송파구 송파대로 345,37.49760987,127.1024974,4.476772668
653,서울특별시 송파구 송파대로 220,37.489685,127.1217367,8.152338392
654,서울특별시 송파구 송이로32길 37,37.4867371,127.1270852,2.885524612
655,서울특별시 송파구 송이로31길 66,37.4924314,127.1370266,3.21292555
656,서울특별시 송파구 송이로31길 56,37.490605,127.1354526,2.480578994
657,서울특별시 송파구 송이로19길 8,37.4972327,127.1226268,9.295281146
658,서울특별시 송파구 송이로15길 31,37.5014471,127.1226538,7.384371697
659,서울특별시 송파구 송이로12길 11,37.5000876,127.1171288,7.442987876
660,서울특별시 송파구 송이로 88,37.499639,127.1188815,8.073878472
661,서울특별시 송파구 송이로 257,37.4871243,127.1332779,1.026604624
662,서울특별시 송파구 성내천로6길 1-13,37.5028917,127.1361125,4.433664354
663,서울특별시 송파구 성내천로47길 38,37.4957796,127.1587776,1.715533512
664,서울특별시 송파구 성내천로37길 37,37.4988304,127.1592193,1.3080203
665,서울특별시 송파구 성내천로 87,37.501501,127.1395964,1.764324789
666,서울특별시 송파구 성내천로 314,37.4930747,127.1557137,2.873553983
667,서울특별시 송파구 성내천로 245,37.4982315,127.1548193,2.206198514
668,서울특별시 송파구 성내천로 211,37.5003286,127.1520468,1.588114348
669,서울특별시 송파구 성내천로 103,37.50017063,127.1413515,2.825989823
670,서울특별시 송파구 석촌호수로 210,37.50657397,127.1003448,7.54696823
671,서울특별시 송파구 새말로8길 12,37.4816252,127.1256477,4.038157699
672,서울특별시 송파구 새말로12길 16,37.4818131,127.1296412,3.041768914
673,서울특별시 송파구 백제고분로18길 7,37.503992,127.0853196,3.703003641
674,서울특별시 송파구 백제고분로18길 30,37.5028243,127.0829428,2.095312319
675,서울특별시 송파구 백제고분로 348,37.5036204,127.1046578,7.537266852
676,서울특별시 송파구 문정로 83,37.4908501,127.130255,3.578466779
677,서울특별시 송파구 문정로 55,37.4868865,127.1281123,2.658886232
678,서울특별시 송파구 문정로 197,37.4964677,127.1390705,4.23477018
679,서울특별시 송파구 마천로57길 16,37.4947152,127.1533259,4.320944259
680,서울특별시 송파구 동남로24길 6,37.4995733,127.136295,5.706017348
681,서울특별시 송파구 동남로18길 9,37.4957046,127.1326936,5.777272813
682,서울특별시 송파구 동남로11길 4,37.4937996,127.1285974,7.400082758
683,서울특별시 송파구 동남로 342,37.51346196,127.1427371,1.816264248
684,서울특별시 송파구 동남로 341,37.50639813,127.1380513,1.012197633
685,서울특별시 송파구 동남로 225,37.4981982,127.1321113,7.235477608
686,서울특별시 송파구 동남로 193,37.4954185,127.1285511,8.112757504
687,서울특별시 송파구 동남로 160,37.4913441,127.1280554,6.217140511
688,서울특별시 송파구 거마로 41,37.4968972,127.1449982,4.534464925
689,서울특별시 송파구 가락로 192,37.5050983,127.1161969,6.24698858
690,서울특별시 송파구 가락로 187,37.5058734,127.1150497,6.632711172
691,서울특별시 성북구 회기로5길 142,37.5975546,127.0417743,2.984096642
692,서울특별시 성북구 화랑로48길 16,37.6129055,127.0684003,5.74960164
693,서울특별시 성북구 화랑로15길 4,37.6059521,127.0466414,4.711963065
694,서울특별시 성북구 화랑로 299,37.61365478,127.0608028,3.957923289
695,서울특별시 성북구 화랑로 235,37.610125,127.054781,4.62549932
696,서울특별시 성북구 화랑로 214,37.6083777,127.0545119,4.504644757
697,서울특별시 성북구 화랑로 210-26,37.6072388,127.0540258,4.263400355
698,서울특별시 성북구 한천로76길 73,37.611111,127.0667057,3.872487693
699,서울특별시 성북구 한천로101길 54,37.6224603,127.047843,
700,서울특별시 성북구 한천로101길 18,37.6231937,127.0494663,
701,서울특별시 성북구 한천로 713,37.62051339,127.0504051,
702,서울특별시 성북구 한천로 509,37.6063529,127.0657663,2.090606749
703,서울특별시 성북구 지봉로21길 19,37.5855901,127.0166232,5.996774343
704,서울특별시 성북구 종암로9길 71,37.5973644,127.0301269,4.514332877
705,서울특별시 성북구 종암로9길 71,37.5973718,127.0309927,4.514332877
706,서울특별시 성북구 종암로5길 26,37.5944341,127.0338125,2.726750805
707,서울특별시 성북구 종암로36길 52,37.6056942,127.0347011,3.440392639
708,서울특별시 성북구 종암로25길 30,37.6010008,127.0301481,2.521973789
709,서울특별시 성북구 종암로24길 35,37.6017652,127.0347914,2.571627706
710,서울특별시 성북구 종암로24가길 80,37.599309,127.0386085,3.051239469
711,서울특별시 성북구 종암로24가길 53,37.6016999,127.0348767,4.664317355
712,서울특별시 성북구 종암로24가길 53,37.6010883,127.0369642,4.664317355
713,서울특별시 성북구 종암로23길 35,37.5983534,127.0298341,6.053693234
714,서울특별시 성북구 종암로23길 35,37.5993452,127.0313424,6.053693234
715,서울특별시 성북구 종암로23길 35,37.6011338,127.0388225,6.053693234
716,서울특별시 성북구 종암로21길 127,37.6025494,127.0298689,1.817228316
717,서울특별시 성북구 종암로 167,37.6050605,127.031103,4.556172158
718,서울특별시 성북구 종암로 132,37.6018897,127.0334853,2.57182177
719,서울특별시 성북구 정릉로26길 8,37.6049603,127.0091944,
720,서울특별시 성북구 정릉로21길 21,37.6065103,127.0083543,
721,서울특별시 성북구 정릉로 404,37.6041274,127.0285886,2.197898912
722,서울특별시 성북구 정릉로 402-16,37.603349,127.0280209,2.575674336
723,서울특별시 성북구 정릉로 388,37.6024287,127.0264895,3.885497195
724,서울특별시 성북구 정릉로 307,37.6033174,127.0182647,2.102824796
725,서울특별시 성북구 정릉로 305,37.6043325,127.0171534,1.689136184
726,서울특별시 성북구 정릉로 292,37.60284,127.0155119,1.395878695
727,서울특별시 성북구 장월로1길 28,37.6066138,127.0451712,8.174574715
728,서울특별시 성북구 장월로1길 28,37.6079078,127.0457572,8.174574715
729,서울특별시 성북구 장월로 160,37.61790892,127.0522663,1.115531177
730,서울특별시 성북구 월곡로14길 26,37.599088,127.0421157,3.226691041
731,서울특별시 성북구 월계로36길 27,37.6201173,127.0477116,
732,서울특별시 성북구 오패산로3길 17,37.6044231,127.0352907,1.620014994
733,서울특별시 성북구 오패산로16가길 40,37.6107743,127.0390029,3.42528651
734,서울특별시 성북구 오패산로 90,37.61044,127.0368836,5.782266663
735,서울특별시 성북구 오패산로 90,37.6120414,127.0379722,5.782266663
736,서울특별시 성북구 오패산로 46,37.6070339,127.0383738,5.71998905
737,서울특별시 성북구 오패산로 46,37.60521,127.0394001,5.71998905
738,서울특별시 성북구 안암로9나길 14,37.5847251,127.0217182,5.370475988
739,서울특별시 성북구 안암로9길 30,37.5818996,127.0248881,7.925429176
740,서울특별시 성북구 아리랑로5길 92,37.5979949,127.0116899,1.383732591
741,서울특별시 성북구 아리랑로5길 85,37.5976901,127.0106855,1.329052693
742,서울특별시 성북구 아리랑로5길 25,37.5963742,127.0134702,2.060541383
743,서울특별시 성북구 아리랑로19길 86,37.6018169,127.008977,
744,서울특별시 성북구 아리랑로19길 60,37.6028813,127.0101777,
745,서울특별시 성북구 아리랑로19가길 20,37.60186152,127.0111393,
746,서울특별시 성북구 아리랑로 89,37.6009267,127.0125252,1.023571129
747,서울특별시 성북구 아리랑로 75,37.59884593,127.0136836,2.334478478
748,서울특별시 성북구 아리랑로 68,37.5986397,127.0149705,2.541953643
749,서울특별시 성북구 숭인로2길 61,37.610374,127.0242907,9.096022279
750,서울특별시 성북구 숭인로2길 61,37.6094237,127.0254972,9.096022279
751,서울특별시 성북구 숭인로 50,37.60975797,127.0279707,5.240900763
752,서울특별시 성북구 솔샘로25길 28,37.6185895,127.0073229,
753,서울특별시 성북구 솔샘로24길 15,37.6150052,127.0101777,
754,서울특별시 성북구 성북로4길 52,37.5949161,127.0102405,5.637099083
755,서울특별시 성북구 성북로4길 52,37.5949161,127.0102405,5.637099083
756,서울특별시 성북구 서경로 60,37.60800846,127.0161627,1.154149637
757,서울특별시 성북구 서경로 31,37.6073332,127.0143452,1.049144119
758,서울특별시 성북구 서경로 28,37.6064904,127.0161135,1.296391123
759,서울특별시 성북구 삼선교로23길 23,37.5904694,127.0132547,4.898547083
760,서울특별시 성북구 삼선교로16길 35,37.5873248,127.0116441,5.63124811
761,서울특별시 성북구 북악산로29길 67,37.5952864,127.0336943,2.643912277
762,서울특별시 성북구 북악산로 913,37.5953816,127.023656,2.597674968
763,서울특별시 성북구 북악산로 898,37.5969942,127.022153,2.930271753
764,서울특별시 성북구 북악산로 851,37.6001826,127.018734,2.889697017
765,서울특별시 성북구 북악산로 847,37.5995474,127.0183398,2.902651639
766,서울특별시 성북구 북악산로 844,37.5978757,127.0177941,2.964771879
767,서울특별시 성북구 북악산로 831,37.6001991,127.0175261,2.746154932
768,서울특별시 성북구 북악산로 828,37.5992583,127.0170717,2.78015465
769,서울특별시 성북구 북악산로 813,37.6010726,127.0156807,2.404594617
770,서울특별시 성북구 북악산로 746,37.6002122,127.0097457,
771,서울특별시 성북구 북악산로 742-12,37.6001332,127.0107566,1.034741709
772,서울특별시 성북구 보문사길 112,37.5812555,127.0173522,8.270947226
773,서울특별시 성북구 보문사길 111,37.57804,127.0185045,10.92409385
774,서울특별시 성북구 보문로38길 11,37.5916299,127.0144138,4.846673485
775,서울특별시 성북구 보문로29다길 31,37.5834945,127.0133812,5.615370223
776,서울특별시 성북구 보문로29다길 25-9,37.5848049,127.0140274,5.812175441
777,서울특별시 성북구 보국문로32길 53,37.6198025,127.0020417,
778,서울특별시 성북구 보국문로30길 15,37.6180331,127.0034409,
779,서울특별시 성북구 보국문로 19,37.6062418,127.0100372,
780,서울특별시 성북구 보국문로 167,37.6167473,127.0021957,
781,서울특별시 성북구 보국문로 116,37.6143809,127.0074949,
782,서울특별시 성북구 동소문로44길 43,37.6065354,127.029003,4.221948165
783,서울특별시 성북구 동소문로3길 101,37.5924122,127.0104788,3.544304109
784,서울특별시 성북구 동소문로34길 24,37.5983263,127.0225984,5.07172521
785,서울특별시 성북구 동소문로34길 24,37.5991559,127.0244619,5.07172521
786,서울특별시 성북구 동소문로13길 47,37.5952789,127.0140837,2.82169684
787,서울특별시 성북구 동소문로 284,37.6054073,127.0273295,4.011924199
788,서울특별시 성북구 동소문로 248,37.602455,127.0230734,13.44493981
789,서울특별시 성북구 돌곶이로8길 22,37.60652738,127.0622598,1.467557682
790,서울특별시 성북구 돌곶이로40길 46,37.618675,127.047983,
791,서울특별시 성북구 돌곶이로 220,37.62048335,127.0459027,
792,서울특별시 성북구 낙산길 255,37.5826725,127.0156861,5.252464296
793,서울특별시 성북구 낙산길 243-15,37.5821384,127.0135763,5.549676877
794,서울특별시 성북구 길음로9길 50,37.6037972,127.0194534,6.664463479
795,서울특별시 성북구 길음로9길 50,37.6034115,127.0212232,6.664463479
796,서울특별시 성북구 길음로9길 40,37.60576,127.0210492,2.582768247
797,서울특별시 성북구 길음로13길 39,37.6085823,127.0177987,1.233325776
798,서울특별시 성북구 길음로13길 22,37.6097649,127.0188321,1.151624971
799,서울특별시 성북구 길음로 74,37.610374,127.0242907,4.415078082
800,서울특별시 성북구 길음로 33,37.6074358,127.0179788,2.760169419
801,서울특별시 성북구 길음로 33,37.6090126,127.0200838,2.760169419
802,서울특별시 성북구 길음로 16,37.6062699,127.0229072,2.667218171
803,서울특별시 성북구 길음로 141,37.614141,127.0159103,
804,서울특별시 성북구 길음로 119,37.611816,127.0162373,
805,서울특별시 성북구 길음로 118,37.6128244,127.0178235,2.150243867
806,서울특별시 성북구 길음로 118,37.612084,127.0196483,2.150243867
807,서울특별시 성동구 행당로8길 8,37.5572723,127.0309513,6.942225942
808,서울특별시 성동구 행당로6길 2,37.5543442,127.0258378,4.201748651
809,서울특별시 성동구 행당로 99,37.5589247,127.029416,7.97663914
810,서울특별시 성동구 행당로 82,37.5552849,127.0264327,10.78011254
811,서울특별시 성동구 행당로 82,37.5560348,127.0292269,10.78011254
812,서울특별시 성동구 행당로 79,37.557906,127.0271171,14.24374233
813,서울특별시 성동구 행당로 79,37.557906,127.0271171,14.24374233
814,서울특별시 성동구 행당로 27,37.5559626,127.0223133,6.944097887
815,서울특별시 성동구 한림말길 50,37.540028,127.016339,7.215202812
816,서울특별시 성동구 한림말길 50,37.540028,127.016339,7.215202812
817,서울특별시 성동구 왕십리로31나길 22,37.5623584,127.0283658,8.966743973
818,서울특별시 성동구 왕십리로 83-21,37.544798,127.043853,2.450833724
819,서울특별시 성동구 왕십리로 80-1,37.5442259,127.0454954,3.07003191
820,서울특별시 성동구 왕십리로 36,37.5403701,127.0451083,1.275862004
821,서울특별시 성동구 왕십리로 280,37.560002,127.0374627,10.06407383
822,서울특별시 성동구 왕십리로 241,37.5572161,127.0401158,6.680275732
823,서울특별시 성동구 왕십리로 16,37.53853408,127.0444371,1.00372364
824,서울특별시 성동구 성수일로8길 47,37.5460554,127.0559785,4.242935997
825,서울특별시 성동구 성수일로4길 26,37.5412384,127.0521533,3.107989208
826,서울특별시 성동구 성수일로10길 3,37.5484064,127.051583,4.063720851
827,서울특별시 성동구 성수이로 3,37.5358423,127.0527166,
828,서울특별시 성동구 성수이로 137,37.547123,127.0572188,3.399382993
829,서울특별시 성동구 서울숲길 25,37.548195,127.0409089,2.789091872
830,서울특별시 성동구 상원길 76,37.550919,127.0480309,3.743232861
831,서울특별시 성동구 상원길 63,37.5495253,127.04712,4.567085344
832,서울특별시 성동구 상원길 47,37.5478825,127.0481187,4.882572881
833,서울특별시 성동구 상원6길 16,37.5484228,127.0501613,4.621878499
834,서울특별시 성동구 상원1길 17,37.5455297,127.0479977,4.370506457
835,서울특별시 성동구 사근동길 67,37.5618375,127.0485864,7.634817558
836,서울특별시 성동구 무학봉길 49,37.5611615,127.0278817,8.666289537
837,서울특별시 성동구 무학로6길 50,37.5643993,127.0349533,8.383972403
838,서울특별시 성동구 무학로 50,37.5694004,127.0311734,12.11654818
839,서울특별시 성동구 무학로 50,37.5688924,127.0319041,12.11654818
840,서울특별시 성동구 무학로 33,37.56734381,127.0295235,16.49248613
841,서울특별시 성동구 무학로 33,37.56734381,127.0295235,16.49248613
842,서울특별시 성동구 매봉길 50,37.54781882,127.012737,7.241883824
843,서울특별시 성동구 매봉길 24,37.5468722,127.0154576,7.151256833
844,서울특별시 성동구 매봉길 17,37.5464825,127.0144609,6.256221789
845,서울특별시 성동구 매봉길 15,37.5464825,127.0144609,6.256221789
846,서울특별시 성동구 마조로15가길 23,37.5645087,127.0400784,8.806521201
847,서울특별시 성동구 마조로 57,37.562934,127.041089,9.182629876
848,서울특별시 성동구 마장로42길 16,37.5652973,127.0452055,9.389783251
849,서울특별시 성동구 마장로39길 43,37.5689365,127.0437065,7.779428284
850,서울특별시 성동구 마장로37길 7,37.5668368,127.0386489,8.612582444
851,서울특별시 성동구 마장로35길 76,37.5694733,127.0425631,6.751131302
852,서울특별시 성동구 마장로 271,37.5661691,127.0402374,7.983909085
853,서울특별시 성동구 마장로 262,37.5654091,127.039119,8.793335776
854,서울특별시 성동구 마장로 137,37.57053736,127.0241132,20.42774087
855,서울특별시 성동구 마장로 137,37.5691892,127.0248409,20.42774087
856,서울특별시 성동구 뚝섬로5길 17,37.5420274,127.0504009,3.318539685
857,서울특별시 성동구 뚝섬로3길 6,37.5407018,127.0504495,2.810078119
858,서울특별시 성동구 뚝섬로 51,37.5422717,127.0195002,4.473781277
859,서울특별시 성동구 뚝섬로 434,37.5372327,127.0584774,2.227775302
860,서울특별시 성동구 뚝섬로 312,37.541117,127.0453053,1.430499623
861,서울특별시 성동구 뚝섬로 311,37.5421369,127.0452696,2.530241496
862,서울특별시 성동구 둘레15길 7,37.5352521,127.0548812,
863,서울특별시 성동구 동호로 84,37.5469147,127.0170466,6.103185433
864,서울특별시 성동구 동호로 100,37.5506428,127.0164657,7.69373911
865,서울특별시 성동구 동일로 263,37.5559647,127.0709815,6.319659518
866,서울특별시 성동구 동일로 237,37.5525834,127.0688097,1.124937119
867,서울특별시 성동구 독서당로62길 43,37.5519496,127.0332766,2.372985656
868,서울특별시 성동구 독서당로40길 37,37.5423084,127.0181964,4.893276469
869,서울특별시 성동구 독서당로40길 25,37.5436054,127.0188915,4.675817623
870,서울특별시 성동구 독서당로 441,37.5544019,127.0328542,5.220219618
871,서울특별시 성동구 독서당로 431,37.552326,127.0321202,1.648489051
872,서울특별시 성동구 독서당로 377,37.5510665,127.0309609,1.413905602
873,서울특별시 성동구 독서당로 375,37.5504195,127.0295611,2.329458242
874,서울특별시 성동구 독서당로 344,37.54644924,127.0257657,2.248495611
875,서울특별시 성동구 독서당로 343,37.5495792,127.027307,2.331080174
876,서울특별시 성동구 독서당로 272,37.5459761,127.0197123,8.734629853
877,서울특별시 성동구 독서당로 272,37.5467561,127.0222961,8.734629853
878,서울특별시 성동구 독서당로 218,37.5424072,127.0137069,9.196199182
879,서울특별시 성동구 독서당로 218,37.5423772,127.0140492,9.196199182
880,서울특별시 성동구 독서당로 191,37.5432748,127.0115694,5.51709141
881,서울특별시 성동구 독서당로 175,37.5419656,127.0100138,5.202488849
882,서울특별시 성동구 독서당로 156,37.539745,127.0141559,2.988483575
883,서울특별시 성동구 난계로 84,37.5586201,127.0246988,8.817180746
884,서울특별시 성동구 난계로 73,37.5595286,127.023323,18.66580346
885,서울특별시 성동구 난계로 73,37.5585166,127.0233607,18.66580346
886,서울특별시 성동구 난계로 114-31,37.5612955,127.0254969,18.51501107
887,서울특별시 성동구 난계로 114-31,37.561962,127.0257287,18.51501107
888,서울특별시 성동구 난계로 100,37.56152682,127.0246733,9.375504119
889,서울특별시 성동구 금호산길 27,37.5501696,127.0179816,6.166188661
890,서울특별시 성동구 금호산8길 5,37.5491419,127.021146,4.460448704
891,서울특별시 성동구 금호산8길 14,37.5503366,127.0218834,3.715945546
892,서울특별시 성동구 금호로3길 11,37.54748903,127.0239079,3.700244184
893,서울특별시 성동구 금호로 17,37.5463614,127.0242693,3.550828657
894,서울특별시 성동구 금호로 15,37.5449355,127.0221874,3.311362126
895,서울특별시 성동구 금호로 140,37.55406543,127.021504,8.830895536
896,서울특별시 성동구 금호로 117,37.5526896,127.0230548,4.75956126
897,서울특별시 성동구 금호로 111,37.5520681,127.0232747,4.589085755
898,서울특별시 성동구 금호로 107,37.5514831,127.0245138,4.220049971
899,서울특별시 성동구 금호로 100,37.551862,127.0271242,3.030777648
900,서울특별시 성동구 고산자로4길 34,37.5530787,127.0372695,4.870687989
901,서울특별시 성동구 고산자로2길 65,37.55428543,127.0383228,5.472566315
902,서울특별시 성동구 고산자로14길 40,37.5647183,127.0373381,7.761126814
903,서울특별시 성동구 고산자로 177,37.5554384,127.0331791,5.827083192
904,서울특별시 성동구 고산자로 164,37.5549104,127.0366365,5.872789653
905,서울특별시 성동구 고산자로 160,37.5534751,127.0358252,5.046266177
906,서울특별시 서초구 효령로77길 14,37.4903649,127.029525,2.33254885
907,서울특별시 서초구 효령로72길 57,37.4868714,127.027958,1.500251815
908,서울특별시 서초구 효령로72길 14,37.4909646,127.0199792,4.715353588
909,서울특별시 서초구 효령로68길 81,37.4848719,127.0202181,2.815374775
910,서울특별시 서초구 효령로53길 45,37.4865806,127.0131345,6.054132949
911,서울특별시 서초구 효령로49길 57,37.4862357,127.0090583,5.093415107
912,서울특별시 서초구 효령로34길 79,37.4789582,127.0015573,2.281689668
913,서울특별시 서초구 효령로33길 50,37.4839116,126.9983266,4.508705365
914,서울특별시 서초구 효령로 84,37.4797613,126.9936334,3.152070016
915,서울특별시 서초구 효령로 164,37.4812135,127.0013722,3.072778491
916,서울특별시 서초구 헌릉로8길 58,37.4511481,127.0644871,
917,서울특별시 서초구 헌릉로8길 45,37.45470291,127.0625957,
918,서울특별시 서초구 헌릉로8길 22,37.4550374,127.0589501,
919,서울특별시 서초구 헌릉로8길 10-12,37.4561742,127.0585374,
920,서울특별시 서초구 태봉로2길 65,37.4641257,127.0257879,
921,서울특별시 서초구 태봉로2길 60,37.4732183,127.0290557,
922,서울특별시 서초구 태봉로2길 5,37.4629804,127.0242166,
923,서울특별시 서초구 태봉로2길 30,37.4611401,127.0270676,
924,서울특별시 서초구 태봉로2길 10,37.4620461,127.0232665,
925,서울특별시 서초구 청계산로9길 1-12,37.45014991,127.0550287,
926,서울특별시 서초구 청계산로7길 43,37.4511442,127.0576442,
927,서울특별시 서초구 청계산로11길 7-12,37.44810012,127.0564943,
928,서울특별시 서초구 잠원로8길 3,37.5148608,127.0093473,4.413981639
929,서울특별시 서초구 잠원로8길 20,37.5142264,127.0101762,5.000286718
930,서울특별시 서초구 잠원로4길 34-11,37.5120919,127.0113336,6.765680418
931,서울특별시 서초구 잠원로3길 8,37.5112827,127.0064117,6.294547768
932,서울특별시 서초구 잠원로3길 6,37.5109145,127.0067114,6.602545423
933,서울특별시 서초구 잠원로14길 54,37.5157083,127.0136875,5.905519052
934,서울특별시 서초구 잠원로14길 32,37.51794985,127.0140536,3.324115937
935,서울특별시 서초구 잠원로14길 3,37.5201925,127.0164459,2.697473102
936,서울특별시 서초구 잠원로14길 23,37.5190505,127.0159475,3.090539143
937,서울특별시 서초구 잠원로12길 4,37.518469,127.0127219,2.958233315
938,서울특별시 서초구 잠원로 88,37.5124574,127.0079051,5.89880048
939,서울특별시 서초구 잠원로 86,37.5124574,127.0079051,5.89880048
940,서울특별시 서초구 잠원로 60,37.51087852,127.0082901,6.971625053
941,서울특별시 서초구 잠원로 37-48,37.5087416,127.0062945,7.775731651
942,서울특별시 서초구 잠원로 213-10,37.5214482,127.0155924,1.435213354
943,서울특별시 서초구 잠원로 202-11,37.5192202,127.0146674,2.933368765
944,서울특별시 서초구 잠원로 195,37.5181174,127.0140377,3.260148911
945,서울특별시 서초구 잠원로 166-17,37.5178181,127.0122486,3.090345472
946,서울특별시 서초구 잠원로 157,37.5168996,127.0096069,3.728013296
947,서울특별시 서초구 잠원로 150,37.5159339,127.0108543,4.374677584
948,서울특별시 서초구 잠원로 117,37.51355464,127.0060521,3.239349067
949,서울특별시 서초구 양재대로2길 90,37.4574393,127.0181061,
950,서울특별시 서초구 양재대로2길 33,37.45789348,127.0232559,
951,서울특별시 서초구 양재대로2길 11,37.4590171,127.0255344,
952,서울특별시 서초구 양재대로2길 109,37.4564764,127.0132853,
953,서울특별시 서초구 신반포로45길 23,37.5113932,127.0183736,7.16326537
954,서울특별시 서초구 신반포로3길 14,37.5030465,126.9869329,1.700090005
955,서울특별시 서초구 신반포로33길 71,37.5133709,127.0078749,4.13768062
956,서울특별시 서초구 신반포로33길 66,37.5142848,127.0084378,3.876699213
957,서울특별시 서초구 신반포로33길 64,37.5135903,127.009318,4.838995532
958,서울특별시 서초구 신반포로33길 15,37.5087284,127.0101655,8.184546725
959,서울특별시 서초구 신반포로23길 41,37.5092254,127.0010246,5.164303787
960,서울특별시 서초구 신반포로16길 15-20,37.5012624,126.9968046,2.591475908
961,서울특별시 서초구 신반포로15길 4,37.5040994,126.9971987,3.115902287
962,서울특별시 서초구 신반포로15길 19,37.50489994,126.9932508,2.025083028
963,서울특별시 서초구 신반포로 270,37.507538,127.0135922,7.408620034
964,서울특별시 서초구 서초중앙로2길 10,37.4841221,127.0183949,4.468132752
965,서울특별시 서초구 서초중앙로29길 28,37.5022696,127.008831,5.521133263
966,서울특별시 서초구 서초중앙로24길 43,37.4964194,127.0187163,4.758541001
967,서울특별시 서초구 서초중앙로24길 33,37.4964455,127.0166404,5.219610353
968,서울특별시 서초구 서초중앙로22길 25,37.4934555,127.0152212,8.806829141
969,서울특별시 서초구 서초중앙로 26,37.4847031,127.016979,11.94886484
970,서울특별시 서초구 서초중앙로 242,37.5039415,127.0115013,5.913062171
971,서울특별시 서초구 서초중앙로 220,37.50092246,127.0125604,6.069910186
